PRODUKT_CODE;STATION_ID;ZEITSTEMPEL;WERT;QN;QB
TT_TU_MN009;5906;201712200100;3.4;7;1
TT_TU_MN009;5906;201712200200;3.4;7;1
TT_TU_MN009;5906;201712200300;3.3;7;1
TT_TU_MN009;5906;201712200400;3.3;7;1
TT_TU_MN009;5906;201712200500;3.4;7;1
TT_TU_MN009;5906;201712200600;3.2;7;1
TT_TU_MN009;5906;201712200700;3.2;7;1
TT_TU_MN009;5906;201712200800;3.1;7;1
TT_TU_MN009;5906;201712200900;3.3;7;1
TT_TU_MN009;5906;201712201000;3.6;7;1
TT_TU_MN009;5906;201712201100;4;7;1
TT_TU_MN009;5906;201712201200;4.3;7;1
TT_TU_MN009;5906;201712201300;4.4;7;1
TT_TU_MN009;5906;201712201400;4.3;7;1
TT_TU_MN009;5906;201712201500;4.2;7;1
TT_TU_MN009;5906;201712201600;4.2;7;1
TT_TU_MN009;5906;201712201700;4.3;7;1
TT_TU_MN009;5906;201712201800;4.3;7;1
TT_TU_MN009;5906;201712201900;4.4;7;1
TT_TU_MN009;5906;201712202000;4.4;7;1
TT_TU_MN009;5906;201712202100;4.5;7;1
TT_TU_MN009;5906;201712202200;4.5;7;1
TT_TU_MN009;5906;201712202300;4.6;7;1
TT_TU_MN009;5906;201712210000;4.5;7;1
TT_TU_MN009;5906;201712210100;4.6;7;1
TT_TU_MN009;5906;201712210200;4.7;7;1
TT_TU_MN009;5906;201712210300;4.8;7;1
TT_TU_MN009;5906;201712210400;4.8;7;1
TT_TU_MN009;5906;201712210500;4.8;7;1
TT_TU_MN009;5906;201712210600;4.8;7;1
TT_TU_MN009;5906;201712210700;4.9;7;1
TT_TU_MN009;5906;201712210800;4.9;7;1
TT_TU_MN009;5906;201712210900;5.2;7;1
TT_TU_MN009;5906;201712211000;5.4;7;1
TT_TU_MN009;5906;201712211100;5.6;7;1
TT_TU_MN009;5906;201712211200;5.8;7;1
TT_TU_MN009;5906;201712211300;5.8;7;1
TT_TU_MN009;5906;201712211400;5.9;7;1
TT_TU_MN009;5906;201712211500;5.9;7;1
TT_TU_MN009;5906;201712211600;5.9;7;1
TT_TU_MN009;5906;201712211700;5.8;7;1
TT_TU_MN009;5906;201712211800;5.9;7;1
TT_TU_MN009;5906;201712211900;6.1;7;1
TT_TU_MN009;5906;201712212000;6;7;1
TT_TU_MN009;5906;201712212100;6.1;7;1
TT_TU_MN009;5906;201712212200;5.8;7;1
TT_TU_MN009;5906;201712212300;6;7;1
TT_TU_MN009;5906;201712220000;6.2;7;1
TT_TU_MN009;5906;201712220100;6.3;7;1
